"","Date","Station","Outflow","Inflow","Total","X","daily.data.summary","daily.data.icon","daily.data.precipIntensity","daily.data.precipProbability","daily.data.precipType","daily.data.temperatureHigh","daily.data.temperatureLow","daily.data.apparentTemperatureHigh","daily.data.apparentTemperatureLow","daily.data.humidity","daily.data.windSpeed","Wday","Wday_bin","Hday_bin","Month","Month_x","Month_y","Season","Precip_bin"
"38999","2011-06-17","31706",0,0,0,271,"Foggy in the morning.","fog",0.009,0.92,"rain",83.64,67.8,84.49,68.59,0.78,0.67,"Friday",1,0,6,1.22464679914735e-16,-1,"Summer",1
"34893","2011-05-20","31213",68,65,133,243,"Mostly cloudy throughout the day.","partly-cloudy-day",4e-04,0.48,"rain",71.06,56.67,71.06,56.67,0.76,0.99,"Friday",1,0,5,0.5,-0.866025403784439,"Spring",1
"34390","2011-05-16","31701",0,0,0,239,"Mostly cloudy throughout the day.","partly-cloudy-day",0.001,0.32,"rain",75.76,63.09,75.81,63.45,0.79,0.49,"Monday",1,0,5,0.5,-0.866025403784439,"Spring",1
"388","2010-09-22","31266",0,0,0,3,"Partly cloudy starting in the evening.","partly-cloudy-night",0,0,NA,90.99,68.39,94.81,68.99,0.65,1.64,"Wednesday",1,0,9,-1,-1.83697019872103e-16,"Fall",0
"48820","2011-08-25","31100",42,42,84,340,"Rain in the afternoon.","rain",0.0089,0.98,"rain",79.28,68.27,82.21,69.2,0.82,1.27,"Thursday",1,0,8,-0.866025403784438,-0.5,"Summer",1
"33991","2011-05-14","31703",1,0,1,237,"Rain overnight.","rain",0.0105,1,"rain",65.65,63.32,66.09,63.8,0.9,0.92,"Saturday",1,0,5,0.5,-0.866025403784439,"Spring",1
"36615","2011-06-01","31007",38,35,73,255,"Humid throughout the day and partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",2e-04,0.28,"rain",94.8,72.09,101.7,72.09,0.68,1.04,"Wednesday",1,0,6,1.22464679914735e-16,-1,"Spring",1
"21813","2011-02-18","31219",40,56,96,152,"Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",0,0,NA,74.54,48.43,74.54,44.29,0.51,3.58,"Friday",1,0,2,0.866025403784439,0.5,"Winter",0
"9248","2010-11-23","31110",44,44,88,65,"Partly cloudy until evening.","partly-cloudy-day",1e-04,0.43,"rain",66.95,40.68,66.95,37.61,0.65,2.18,"Tuesday",1,0,11,-0.5,0.866025403784438,"Fall",1
"5655","2010-10-29","31007",16,13,29,40,"Partly cloudy until evening.","partly-cloudy-day",0,0,NA,55.32,36.65,55.32,36.65,0.5,4.89,"Friday",1,0,10,-0.866025403784439,0.5,"Fall",0
"19957","2011-02-05","31229",20,22,42,139,"Light rain until afternoon.","rain",0.0042,0.95,"rain",40.73,36.46,37.77,34.22,0.88,0.72,"Saturday",1,0,2,0.866025403784439,0.5,"Winter",1
"33468","2011-05-10","31610",38,40,78,233,"Partly cloudy overnight.","partly-cloudy-night",0,0,NA,75.32,58.15,75.32,58.15,0.51,0.69,"Tuesday",1,0,5,0.5,-0.866025403784439,"Spring",0
"60041","2011-11-10","31614",0,0,0,417,"Light rain starting in the afternoon, continuing until evening.","rain",0.0024,0.87,"rain",54.95,39.4,54.95,35.68,0.84,1.5,"Thursday",1,0,11,-0.5,0.866025403784438,"Fall",1
"64221","2011-12-09","31707",0,0,0,446,"Partly cloudy overnight.","partly-cloudy-night",0,0,NA,51.23,35.73,51.23,35.73,0.74,0.88,"Friday",1,0,12,-2.44929359829471e-16,1,"Fall",0
"44632","2011-07-26","31615",0,0,0,310,"Mostly cloudy overnight.","partly-cloudy-night",0,0,NA,92.93,73.57,93.02,73.85,0.62,0.63,"Tuesday",1,0,7,-0.5,-0.866025403784439,"Summer",0
"46792","2011-08-10","31615",0,0,0,325,"Partly cloudy until evening.","partly-cloudy-day",0,0,NA,89.31,67.89,89.31,67.89,0.54,1.74,"Wednesday",1,0,8,-0.866025403784438,-0.5,"Summer",0
"38400","2011-06-13","31619",81,55,136,267,"Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",0,0,NA,76.5,60.93,76.5,60.93,0.59,2.55,"Monday",1,0,6,1.22464679914735e-16,-1,"Spring",0
"8904","2010-11-20","31261",0,0,0,62,"Partly cloudy overnight.","partly-cloudy-night",0,0,NA,63.97,39.32,63.97,39.32,0.62,0.93,"Saturday",1,0,11,-0.5,0.866025403784438,"Fall",0
"33454","2011-05-10","31604",61,58,119,233,"Partly cloudy overnight.","partly-cloudy-night",0,0,NA,75.32,58.15,75.32,58.15,0.51,0.69,"Tuesday",1,0,5,0.5,-0.866025403784439,"Spring",0
"57276","2011-10-22","31262",0,1,1,398,"Mostly cloudy until evening.","partly-cloudy-day",0,0,NA,58.31,39.57,58.31,39.57,0.71,0.34,"Saturday",1,0,10,-0.866025403784439,0.5,"Fall",0
"20283","2011-02-07","31113",0,0,0,141,"Mostly cloudy starting in the afternoon.","partly-cloudy-night",0,0,NA,48.8,37.24,48.8,32.02,0.75,0.43,"Monday",1,0,2,0.866025403784439,0.5,"Winter",0
"27212","2011-03-27","31307",0,0,0,189,"Mostly cloudy until afternoon.","partly-cloudy-day",1e-04,0.12,"rain",45.57,30.59,44.04,30.59,0.48,1.41,"Sunday",1,0,3,1,6.12323399573677e-17,"Spring",1
"248","2010-09-21","31705",0,0,0,2,"Clear throughout the day.","clear-day",0,0,NA,78.23,65.99,78.23,65.99,0.57,1.03,"Tuesday",1,0,9,-1,-1.83697019872103e-16,"Fall",0
"6688","2010-11-05","31217",34,31,65,47,"Mostly cloudy until evening.","partly-cloudy-day",0,0,NA,55.1,37.37,55.1,37.37,0.7,3.1,"Friday",1,0,11,-0.5,0.866025403784438,"Fall",0
"31676","2011-04-27","31307",0,0,0,220,"Mostly cloudy throughout the day.","partly-cloudy-day",0.0018,0.49,"rain",82.08,73.63,84.74,74.54,0.78,2.97,"Wednesday",1,0,4,0.866025403784439,-0.5,"Spring",1
"54447","2011-10-03","31002",7,7,14,379,"Mostly cloudy throughout the day.","partly-cloudy-day",6e-04,0.55,"rain",51.76,47.87,51.76,47.87,0.85,0.35,"Monday",1,0,10,-0.866025403784439,0.5,"Fall",1
"34687","2011-05-18","31021",0,0,0,241,"Light rain in the morning and afternoon.","rain",0.0068,0.9,"rain",71.53,58.66,71.7,58.66,0.84,1.35,"Wednesday",1,0,5,0.5,-0.866025403784439,"Spring",1
"26435","2011-03-22","31616",14,20,34,184,"Mostly cloudy starting in the afternoon.","partly-cloudy-night",0,0,NA,61.69,44.95,61.69,44.95,0.59,1.57,"Tuesday",1,0,3,1,6.12323399573677e-17,"Spring",0
"24383","2011-03-08","31801",1,1,2,170,"Partly cloudy until afternoon.","partly-cloudy-day",0,0,NA,50.95,36.41,50.95,36.41,0.45,0.91,"Tuesday",1,0,3,1,6.12323399573677e-17,"Winter",0
"7782","2010-11-13","31111",34,32,66,55,"Partly cloudy in the evening.","partly-cloudy-night",0,0,NA,64.6,35.5,64.6,35.5,0.53,0.32,"Saturday",1,0,11,-0.5,0.866025403784438,"Fall",0
"18959","2011-01-29","31236",1,4,5,132,"Mostly cloudy until evening.","partly-cloudy-day",2e-04,0.26,"snow",36.26,23.32,36.26,23.32,0.7,0.34,"Saturday",1,0,1,0.5,0.866025403784439,"Winter",1
"31975","2011-04-30","31703",3,3,6,223,"Mostly cloudy in the morning.","partly-cloudy-day",0,0,NA,67.42,48.5,67.42,48.5,0.53,1.71,"Saturday",1,0,4,0.866025403784439,-0.5,"Spring",0
"45174","2011-07-30","31237",79,76,155,314,"Partly cloudy starting in the evening.","partly-cloudy-night",0,0,NA,94.09,73.43,94.6,74.31,0.55,0.99,"Saturday",1,0,7,-0.5,-0.866025403784439,"Summer",0
"2290","2010-10-05","31625",0,0,0,16,"Overcast throughout the day.","cloudy",0,0,NA,59.37,50.94,59.37,50.94,0.72,3.47,"Tuesday",1,0,10,-0.866025403784439,0.5,"Fall",0
"47639","2011-08-16","31706",1,0,1,331,"Mostly cloudy until evening.","partly-cloudy-day",0,0,NA,84.26,65.78,85.11,66.25,0.68,1.93,"Tuesday",1,0,8,-0.866025403784438,-0.5,"Summer",0
"10357","2010-11-30","31506",0,0,0,72,"Overcast throughout the day.","cloudy",0.0021,0.81,"rain",61.64,59.53,61.64,59.53,0.82,2.7,"Tuesday",1,0,11,-0.5,0.866025403784438,"Fall",1
"28736","2011-04-07","31700",1,1,2,200,"Partly cloudy in the evening.","partly-cloudy-day",0,0,NA,68.55,45.83,68.55,45.83,0.56,1.38,"Thursday",1,0,4,0.866025403784439,-0.5,"Spring",0
"12904","2010-12-18","31504",3,2,5,90,"Mostly cloudy throughout the day.","partly-cloudy-day",2e-04,0.25,"snow",36.05,28.04,36.05,28.04,0.72,0.24,"Saturday",1,0,12,-2.44929359829471e-16,1,"Winter",1
"11313","2010-12-07","31609",1,0,1,79,"Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",0,0,NA,33.96,24.59,27.17,19.73,0.46,7.16,"Tuesday",1,0,12,-2.44929359829471e-16,1,"Fall",0
"43058","2011-07-16","31209",14,14,28,300,"Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",0,0,NA,85.05,68.5,85.05,68.89,0.63,1.13,"Saturday",1,0,7,-0.5,-0.866025403784439,"Summer",0
"22349","2011-02-22","31203",30,39,69,156,"Mostly cloudy throughout the day.","partly-cloudy-day",0.003,0.48,"snow",35,23.04,35,23.04,0.68,2.12,"Tuesday",1,0,2,0.866025403784439,0.5,"Winter",1
"53619","2011-09-27","31013",8,7,15,373,"Mostly cloudy throughout the day.","partly-cloudy-day",2e-04,0.33,"rain",77.43,68.58,78.78,69.53,0.9,0.78,"Tuesday",1,0,9,-1,-1.83697019872103e-16,"Fall",1
"28664","2011-04-07","31500",1,2,3,200,"Partly cloudy in the evening.","partly-cloudy-day",0,0,NA,68.55,45.83,68.55,45.83,0.56,1.38,"Thursday",1,0,4,0.866025403784439,-0.5,"Spring",0
"23456","2011-03-01","31242",0,0,0,163,"Clear throughout the day.","clear-day",0,0,NA,47.7,34.82,47.7,32.54,0.51,2.28,"Tuesday",1,0,3,1,6.12323399573677e-17,"Winter",0
"10296","2010-11-30","31228",24,27,51,72,"Overcast throughout the day.","cloudy",0.0021,0.81,"rain",61.64,59.53,61.64,59.53,0.82,2.7,"Tuesday",1,0,11,-0.5,0.866025403784438,"Fall",1
"16401","2011-01-11","31245",0,0,0,114,"Foggy starting in the evening.","fog",0.001,0.35,"snow",32.55,25.64,32.55,25.64,0.7,0.4,"Tuesday",1,0,1,0.5,0.866025403784439,"Winter",1
"22861","2011-02-25","31014",0,0,0,159,"Rain in the morning.","rain",0.0105,1,"rain",64.3,34.13,64.3,34.13,0.73,4.13,"Friday",1,0,2,0.866025403784439,0.5,"Winter",1
"14843","2011-01-01","31105",12,8,20,104,"Mostly cloudy throughout the day.","partly-cloudy-night",0,0,NA,57.33,50.36,57.33,50.36,0.81,2.05,"Saturday",1,1,1,0.5,0.866025403784439,"Winter",0
"28691","2011-04-07","31005",2,4,6,200,"Partly cloudy in the evening.","partly-cloudy-day",0,0,NA,68.55,45.83,68.55,45.83,0.56,1.38,"Thursday",1,0,4,0.866025403784439,-0.5,"Spring",0
"23283","2011-02-28","31622",14,13,27,162,"Rain starting in the afternoon, continuing until evening.","rain",0.0205,1,"rain",69.56,33.41,69.56,29.57,0.85,1.42,"Monday",1,0,2,0.866025403784439,0.5,"Winter",1
"61084","2011-11-18","31108",24,26,50,425,"Clear throughout the day.","clear-day",0,0,NA,46.01,33.95,46.01,33.95,0.47,1.76,"Friday",1,0,11,-0.5,0.866025403784438,"Fall",0
"44591","2011-07-26","31236",30,29,59,310,"Mostly cloudy overnight.","partly-cloudy-night",0,0,NA,92.93,73.57,93.02,73.85,0.62,0.63,"Tuesday",1,0,7,-0.5,-0.866025403784439,"Summer",0
"9852","2010-11-27","31610",15,11,26,69,"Partly cloudy throughout the day.","partly-cloudy-day",0,0,NA,44.57,30.83,39.71,30.83,0.47,4.62,"Saturday",1,0,11,-0.5,0.866025403784438,"Fall",0
"54685","2011-10-04","31014",34,29,63,380,"Mostly cloudy until evening.","partly-cloudy-day",0,0,NA,67.31,52.95,67.31,52.95,0.79,1.67,"Tuesday",1,0,10,-0.866025403784439,0.5,"Fall",0
"61507","2011-11-21","31106",51,46,97,428,"Foggy in the morning.","fog",0.0038,0.96,"rain",61.03,50,61.03,50,0.91,0.7,"Monday",1,0,11,-0.5,0.866025403784438,"Fall",1
"29361","2011-04-11","31245",0,0,0,204,"Mostly cloudy in the morning.","partly-cloudy-day",0,0,NA,85.89,65.42,85.96,65.42,0.69,3.9,"Monday",1,0,4,0.866025403784439,-0.5,"Spring",0
"58726","2011-11-01","31701",0,0,0,408,"Mostly cloudy in the morning.","partly-cloudy-night",1e-04,0.13,"rain",58.89,35.73,58.89,35.73,0.73,0.8,"Tuesday",1,0,11,-0.5,0.866025403784438,"Fall",1
"62240","2011-11-26","31110",55,54,109,433,"Partly cloudy in the morning.","partly-cloudy-day",0,0,NA,66.72,43.72,66.72,43.72,0.63,0.07,"Saturday",1,0,11,-0.5,0.866025403784438,"Fall",0
"7334","2010-11-09","31404",0,0,0,51,"Clear throughout the day.","clear-day",0,0,NA,61.44,45.35,61.44,45.35,0.54,3.04,"Tuesday",1,0,11,-0.5,0.866025403784438,"Fall",0
"48630","2011-08-23","31237",79,81,160,338,"Clear throughout the day.","clear-day",0,0,NA,80.93,59.79,80.93,59.79,0.55,0.05,"Tuesday",1,0,8,-0.866025403784438,-0.5,"Summer",0
"40607","2011-06-28","31626",0,0,0,282,"Partly cloudy throughout the day.","partly-cloudy-day",8e-04,0.26,"rain",91.68,71.67,97.26,72.62,0.72,0.5,"Tuesday",1,0,6,1.22464679914735e-16,-1,"Summer",1
"45690","2011-08-03","31004",5,5,10,318,"Humid and mostly cloudy throughout the day.","partly-cloudy-day",0.0031,0.75,"rain",82.25,75.13,86.11,76.7,0.75,0.18,"Wednesday",1,0,8,-0.866025403784438,-0.5,"Summer",1
"65853","2011-12-21","31213",27,44,71,458,"Light rain starting in the afternoon, continuing until evening.","rain",0.0028,1,"rain",61.01,45.62,61.1,45.62,0.85,2.33,"Wednesday",1,0,12,-2.44929359829471e-16,1,"Winter",1
"55977","2011-10-13","31304",12,5,17,389,"Rain in the morning and evening.","rain",0.0198,0.89,"rain",72.75,65.12,73.88,65.75,0.93,0.72,"Thursday",1,0,10,-0.866025403784439,0.5,"Fall",1
"63232","2011-12-03","31205",71,71,142,440,"Partly cloudy starting in the evening.","partly-cloudy-night",0,0,NA,49.12,32.86,49.12,32.86,0.67,0.28,"Saturday",1,0,12,-2.44929359829471e-16,1,"Fall",0
"12687","2010-12-17","31002",0,1,1,89,"Mostly cloudy until afternoon.","partly-cloudy-day",0.0012,0.43,"snow",36.48,23.84,33.71,23.84,0.66,1.6,"Friday",1,0,12,-2.44929359829471e-16,1,"Winter",1
"42703","2011-07-13","31305",18,19,37,297,"Heavy rain starting in the afternoon, continuing until evening.","rain",0.0184,1,"rain",89.98,64.35,93.92,64.35,0.72,0.61,"Wednesday",1,0,7,-0.5,-0.866025403784439,"Summer",1
"47625","2011-08-16","31304",17,10,27,331,"Mostly cloudy until evening.","partly-cloudy-day",0,0,NA,84.26,65.78,85.11,66.25,0.68,1.93,"Tuesday",1,0,8,-0.866025403784438,-0.5,"Summer",0
"52511","2011-09-19","31236",43,35,78,365,"Overcast throughout the day.","cloudy",0,0,NA,68.59,63.74,68.59,63.84,0.75,0.57,"Monday",1,0,9,-1,-1.83697019872103e-16,"Fall",0
"37584","2011-06-07","31806",0,0,0,261,"Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",0,0,NA,86.79,69.43,87.87,70.14,0.64,1.24,"Tuesday",1,0,6,1.22464679914735e-16,-1,"Spring",0
"28365","2011-04-04","31707",0,0,0,197,"Partly cloudy until afternoon.","partly-cloudy-day",0,0,NA,86.31,59.2,86.31,59.2,0.43,4.8,"Monday",1,0,4,0.866025403784439,-0.5,"Spring",0
"64623","2011-12-12","31018",6,3,9,449,"Partly cloudy starting in the evening.","partly-cloudy-night",0,0,NA,45.39,27.37,45.39,27.37,0.73,0.17,"Monday",1,0,12,-2.44929359829471e-16,1,"Fall",0
"37482","2011-06-07","31004",9,9,18,261,"Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",0,0,NA,86.79,69.43,87.87,70.14,0.64,1.24,"Tuesday",1,0,6,1.22464679914735e-16,-1,"Spring",0
"15300","2011-01-04","31400",16,8,24,107,"Partly cloudy until afternoon.","partly-cloudy-day",0,0,NA,44.44,30.39,44.44,30.39,0.58,1.15,"Tuesday",1,0,1,0.5,0.866025403784439,"Winter",0
"65852","2011-12-21","31502",1,0,1,458,"Light rain starting in the afternoon, continuing until evening.","rain",0.0028,1,"rain",61.01,45.62,61.1,45.62,0.85,2.33,"Wednesday",1,0,12,-2.44929359829471e-16,1,"Winter",1
"3390","2010-10-13","31220",11,5,16,24,"Mostly cloudy overnight.","partly-cloudy-night",0,0,NA,67.7,50.47,67.7,50.47,0.6,0.91,"Wednesday",1,0,10,-0.866025403784439,0.5,"Fall",0
"60174","2011-11-11","31022",0,0,0,418,"Partly cloudy until afternoon.","partly-cloudy-day",0,0,NA,48.23,32,45.09,32,0.52,4.19,"Friday",1,0,11,-0.5,0.866025403784438,"Fall",0
"40844","2011-06-30","31224",69,68,137,284,"Clear throughout the day.","clear-day",0,0,NA,84.68,64.11,84.68,64.11,0.53,1.16,"Thursday",1,0,6,1.22464679914735e-16,-1,"Summer",0
"25743","2011-03-17","31018",0,0,0,179,"Clear throughout the day.","clear-day",0,0,NA,65.7,53.11,65.7,53.11,0.55,1.74,"Thursday",1,0,3,1,6.12323399573677e-17,"Spring",0
"8769","2010-11-19","31245",0,0,0,61,"Clear throughout the day.","clear-day",0,0,NA,51.84,38.69,51.84,38.69,0.62,1.46,"Friday",1,0,11,-0.5,0.866025403784438,"Fall",0
"61960","2011-11-24","31012",0,0,0,431,"Clear throughout the day.","clear-day",0,0,NA,60,37.33,60,37.33,0.6,1.53,"Thursday",1,1,11,-0.5,0.866025403784438,"Fall",0
"37341","2011-06-06","31213",59,63,122,260,"Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",0,0,NA,84.82,63.69,84.82,63.85,0.64,0.75,"Monday",1,0,6,1.22464679914735e-16,-1,"Spring",0
"59095","2011-11-04","31608",15,14,29,411,"Mostly cloudy until afternoon.","partly-cloudy-day",0,0,NA,56.78,36.59,56.78,36.59,0.66,2.6,"Friday",1,0,11,-0.5,0.866025403784438,"Fall",0
"1575","2010-09-30","31115",0,0,0,11,"Heavy rain until afternoon, starting again in the evening.","rain",0.1236,1,"rain",77.63,60.38,79.18,60.38,0.92,1.61,"Thursday",1,0,9,-1,-1.83697019872103e-16,"Fall",1
"10624","2010-12-02","31015",0,0,0,74,"Mostly cloudy throughout the day.","partly-cloudy-day",0,0,NA,40.24,33.03,38.01,33.03,0.61,1.87,"Thursday",1,0,12,-2.44929359829471e-16,1,"Fall",0
"65497","2011-12-18","31017",0,0,0,455,"Mostly cloudy until evening.","partly-cloudy-day",0,0,NA,40.9,27.44,40.83,27.44,0.69,0.95,"Sunday",1,0,12,-2.44929359829471e-16,1,"Winter",0
"40871","2011-06-30","31706",0,0,0,284,"Clear throughout the day.","clear-day",0,0,NA,84.68,64.11,84.68,64.11,0.53,1.16,"Thursday",1,0,6,1.22464679914735e-16,-1,"Summer",0
"29808","2011-04-14","31806",0,0,0,207,"Clear throughout the day.","clear-day",0,0,NA,70.62,47.27,70.62,47.27,0.54,1.19,"Thursday",1,0,4,0.866025403784439,-0.5,"Spring",0
"67145","2011-12-30","31006",4,4,8,467,"Partly cloudy throughout the day.","partly-cloudy-night",0,0,NA,52.97,46.07,52.97,46.07,0.68,0.69,"Friday",1,0,12,-2.44929359829471e-16,1,"Winter",0
"37812","2011-06-09","31505",13,11,24,263,"Humid throughout the day and partly cloudy starting in the evening.","partly-cloudy-night",3e-04,0.26,"rain",97.77,72.28,102.79,73.15,0.61,1,"Thursday",1,0,6,1.22464679914735e-16,-1,"Spring",1
"18825","2011-01-28","31304",2,2,4,131,"Light snow in the afternoon.","snow",0.0023,0.68,"snow",35.31,25.94,35.31,25.94,0.85,0.28,"Friday",1,0,1,0.5,0.866025403784439,"Winter",1
"58171","2011-10-28","31246",0,0,0,404,"Light rain overnight.","rain",7e-04,0.93,"rain",49.99,37.73,49.99,35.13,0.64,0.98,"Friday",1,0,10,-0.866025403784439,0.5,"Fall",1
"65558","2011-12-19","31010",3,5,8,456,"Mostly cloudy starting in the afternoon.","partly-cloudy-night",0,0,NA,50.78,48.01,50.78,48.01,0.63,1.31,"Monday",1,0,12,-2.44929359829471e-16,1,"Winter",0
"10169","2010-11-29","31235",1,4,5,71,"Overcast starting in the evening.","cloudy",0,0,NA,50.51,46,50.51,46,0.71,0.99,"Monday",1,0,11,-0.5,0.866025403784438,"Fall",0
"25380","2011-03-15","31400",19,7,26,177,"Heavy rain overnight.","rain",0.0026,1,"rain",50.83,42.3,50.83,42.3,0.64,2.09,"Tuesday",1,0,3,1,6.12323399573677e-17,"Spring",1
"5682","2010-10-29","31218",24,29,53,40,"Partly cloudy until evening.","partly-cloudy-day",0,0,NA,55.32,36.65,55.32,36.65,0.5,4.89,"Friday",1,0,10,-0.866025403784439,0.5,"Fall",0
"8952","2010-11-21","31202",29,29,58,63,"Mostly cloudy starting in the evening.","partly-cloudy-night",0,0,NA,55.83,48.44,55.83,48.44,0.69,0.81,"Sunday",1,0,11,-0.5,0.866025403784438,"Fall",0
"47402","2011-08-15","31003",13,15,28,330,"Mostly cloudy throughout the day.","partly-cloudy-day",0.0038,0.78,"rain",80.43,68.13,82.81,68.56,0.8,1.16,"Monday",1,0,8,-0.866025403784438,-0.5,"Summer",1
"43711","2011-07-20","31305",16,27,43,304,"Humid throughout the day and partly cloudy in the morning.","partly-cloudy-day",0,0,NA,93.22,77.99,104.09,79.74,0.74,0.4,"Wednesday",1,0,7,-0.5,-0.866025403784439,"Summer",0
"9118","2010-11-22","31604",16,16,32,64,"Foggy in the morning.","fog",0,0,NA,61.96,52.4,61.96,52.4,0.81,1.33,"Monday",1,0,11,-0.5,0.866025403784438,"Fall",0
"36844","2011-06-02","31239",0,0,0,256,"Clear throughout the day.","clear-day",0,0,NA,85.78,57.63,85.78,57.63,0.37,3.1,"Thursday",1,0,6,1.22464679914735e-16,-1,"Spring",0
"3991","2010-10-17","31618",0,0,0,28,"Partly cloudy in the morning.","partly-cloudy-night",0,0,NA,75.31,47.81,75.31,47.81,0.6,1.58,"Sunday",1,0,10,-0.866025403784439,0.5,"Fall",0
"11704","2010-12-10","31012",3,2,5,82,"Mostly cloudy throughout the day.","partly-cloudy-day",0,0,NA,36.89,26.59,36.89,26.59,0.63,1.07,"Friday",1,0,12,-2.44929359829471e-16,1,"Fall",0
"29144","2011-04-10","31300",14,8,22,203,"Overcast until afternoon.","cloudy",0,0,NA,64.59,57.26,64.59,57.26,0.81,1.32,"Sunday",1,0,4,0.866025403784439,-0.5,"Spring",0
"58255","2011-10-29","31305",5,5,10,405,"Rain until evening.","rain",0.0389,1,"rain",38.64,34.11,38.54,33.07,0.91,2.79,"Saturday",1,0,10,-0.866025403784439,0.5,"Fall",1
"26507","2011-03-23","31105",39,27,66,185,"Rain starting in the evening.","rain",0.0101,1,"rain",50.83,40.7,50.83,40.7,0.82,2.22,"Wednesday",1,0,3,1,6.12323399573677e-17,"Spring",1
"26575","2011-03-23","31305",14,12,26,185,"Rain starting in the evening.","rain",0.0101,1,"rain",50.83,40.7,50.83,40.7,0.82,2.22,"Wednesday",1,0,3,1,6.12323399573677e-17,"Spring",1
"50728","2011-09-07","31012",8,2,10,353,"Heavy rain until afternoon, starting again in the evening.","rain",0.0649,1,"rain",72.68,70.14,74.01,71.3,0.94,0.3,"Wednesday",1,0,9,-1,-1.83697019872103e-16,"Summer",1
"50665","2011-09-06","31017",0,0,0,352,"Rain starting in the afternoon, continuing until evening.","rain",0.0523,1,"rain",63.08,62.68,63.46,62.98,0.92,2.12,"Tuesday",1,0,9,-1,-1.83697019872103e-16,"Summer",1
"64668","2011-12-13","31101",57,70,127,450,"Mostly cloudy overnight.","partly-cloudy-night",0,0,NA,49.88,35.39,48.95,35.39,0.66,1.03,"Tuesday",1,0,12,-2.44929359829471e-16,1,"Fall",0
"1508","2010-09-30","31211",0,0,0,11,"Heavy rain until afternoon, starting again in the evening.","rain",0.1236,1,"rain",77.63,60.38,79.18,60.38,0.92,1.61,"Thursday",1,0,9,-1,-1.83697019872103e-16,"Fall",1
"59447","2011-11-06","31706",0,0,0,413,"Mostly cloudy in the morning.","partly-cloudy-day",0,0,NA,58.02,37.3,58.02,37.3,0.76,0.51,"Sunday",1,0,11,-0.5,0.866025403784438,"Fall",0
"41184","2011-07-02","31806",0,0,0,286,"Mostly cloudy starting in the evening.","partly-cloudy-night",0,0,NA,91.45,69.91,91.45,70.89,0.54,0.2,"Saturday",1,0,7,-0.5,-0.866025403784439,"Summer",0
"3179","2010-10-12","31105",23,22,45,23,"Partly cloudy in the morning.","partly-cloudy-day",0,0,NA,81.03,51.1,81.03,51.1,0.67,0.39,"Tuesday",1,0,10,-0.866025403784439,0.5,"Fall",0
"4796","2010-10-23","31502",6,6,12,34,"Partly cloudy starting in the evening.","partly-cloudy-night",0,0,NA,69.97,53.77,69.97,53.77,0.59,1.46,"Saturday",1,0,10,-0.866025403784439,0.5,"Fall",0
"5510","2010-10-28","31010",6,7,13,39,"Partly cloudy in the morning.","partly-cloudy-night",0,0,NA,77.08,48.9,77.08,47.16,0.63,1.92,"Thursday",1,0,10,-0.866025403784439,0.5,"Fall",0
